window_id,label,"Motor_Current__fft_aggregated__aggtype_""skew""","Temperature__fft_aggregated__aggtype_""skew""",Motor_Current__variation_coefficient,"Pressure__fft_aggregated__aggtype_""skew""",Temperature__variance_larger_than_standard_deviation,Motor_Current__percentage_of_reoccurring_values_to_all_values,Vibration__percentage_of_reoccurring_values_to_all_values,Pressure__percentage_of_reoccurring_values_to_all_values,Vibration__standard_deviation,"Vibration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""","Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",Pressure__lempel_ziv_complexity__bins_100,"Pressure__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""","Noise__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",Temperature__mean_abs_change,"Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""","Temperature__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""","Motor_Current__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""","Motor_Current__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","Pressure__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","Vibration__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",Vibration__range_count__max_1__min_-1,"Vibration__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","Noise__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""","Pressure__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean"""
0,0,11.68881305216659,12.557052177418768,0.005278419510015657,11.41990804447253,0.0,0.6153846153846154,0.6666666666666666,0.5833333333333334,0.022360679774997894,0.004680252333449757,0.006477590885002656,0.6666666666666666,0.006242274136447208,0.1990834098603715,0.3127586206896542,0.00014443007582467512,0.0524091698888216,0.005691191427455713,0.03333333333333336,0.018000000000000148,0.004224322189320277,30.0,0.013999999999999995,0.06885923727302833,0.004585098608721678
1,0,12.331350237546397,13.21322485089472,0.004786706973091258,10.573720523836677,0.0,0.5,0.7272727272727273,0.6666666666666666,0.025907956735764057,0.004967924325998085,0.0061434108277600985,0.6333333333333333,0.00594075054238119,0.1399253445263449,0.303793103448275,0.00011654169555451522,0.06206930513108534,0.005035168832330063,0.022222222222222143,0.026000000000000155,0.004358742875621629,30.0,0.012222222222222221,0.059361894830127195,0.0024198723753382366
2,0,12.479882414250795,12.706235807929193,0.004940435342409669,8.805943987174611,0.0,0.5714285714285714,0.8888888888888888,0.5,0.022469732728470294,0.003181579635902869,0.008741176309016252,0.7,0.009290474970100715,0.05917068588437367,0.33482758620689657,0.00015699202458186677,0.04180062818914093,0.0057370973248051255,0.037142857142857366,0.03125000000000022,0.0025125535158615083,30.0,0.012500000000000004,0.02975135050956217,0.0044921700587505515
3,0,12.032164461765982,12.389858633353004,0.005107778803333259,8.139757011173016,0.0,0.6923076923076923,0.875,0.4117647058823529,0.01885912687975418,0.0020067911910195677,0.0023211538298959894,0.7,0.0072242976261001745,0.043905278377294986,0.3562068965517253,0.0001933648541041551,0.03538130487551136,0.002288807430908621,0.02222222222222224,0.02833333333333347,0.002549749887694072,30.0,0.011666666666666667,0.07421509463787493,0.003204248879902121
4,0,11.217748601431902,10.81555968985431,0.005065841791028255,8.886328636575996,0.0,0.6923076923076923,0.6,0.6,0.02065591117977289,0.005185012414787125,0.005453576496083948,0.7333333333333333,0.006880911187881296,0.05175084211743749,0.38137931034482764,0.0002902772552198304,0.04152632146181083,0.0015589984574963629,0.014999999999999977,0.016666666666666607,0.00428609522116553,30.0,0.014285714285714287,0.07015154053515713,0.0042298582340631686
5,0,11.793336195523434,12.024916235473402,0.004683246982364037,10.32965540979651,0.0,0.5714285714285714,0.8,0.6923076923076923,0.023534844144138468,0.00598865139895714,0.006847215035435651,0.7,0.007435893827025955,0.08636609312002201,0.3393103448275858,0.0002396562799448536,0.07186116622268478,0.0038871145936215184,0.015000000000000036,0.01749999999999996,0.0052488547503694765,30.0,0.017777777777777778,0.06476061623368061,0.005257246375792425
6,0,11.370617410346242,12.689088751512145,0.005572945376474501,10.250363573092505,0.0,0.7333333333333333,0.9,0.5714285714285714,0.025044405008349112,0.004389226141639205,0.009393875555870599,0.6666666666666666,0.006936053888012647,0.10092200800955291,0.3103448275862062,0.0002577023331617435,0.07761145157105351,0.007277362159464065,0.023749999999999938,0.019999999999999907,0.004418637090947457,30.0,0.02,0.06180665926299303,0.005442088434655655
7,0,11.323014508775042,11.75412011287152,0.0052645299923354295,9.869491546190657,0.0,0.375,0.9,0.6153846153846154,0.025519056060564274,0.004123930494211613,0.010376582741334205,0.6666666666666666,0.004237827706911793,0.10024215578247714,0.33206896551724147,0.00020916837731365338,0.0701876978192766,0.006486993790298578,0.01499999999999968,0.011999999999999744,0.0036317571317401706,30.0,0.018750000000000003,0.11245735094831827,0.0025201230938514817
8,0,11.047969891441229,11.302401144798484,0.005693967424359181,8.620476204073091,0.0,0.4666666666666667,0.6363636363636364,0.5333333333333333,0.026068286394689534,0.004843117003844237,0.008035634920243038,0.7,0.005827450872677447,0.10547050398516372,0.3665517241379321,0.00010920102164930469,0.07716102078933157,0.004424176006143181,0.02666666666666669,0.02166666666666665,0.0036919474793767333,30.0,0.018000000000000006,0.10182368113958859,0.004167904578013831
9,0,10.598056664867403,10.52690061928796,0.005547660839399832,8.25732485410371,0.0,0.4,0.9166666666666666,0.7333333333333333,0.038240467221692435,0.0057095218237416595,0.008913797300417204,0.6666666666666666,0.00490175589807915,0.17533113472147793,0.40448275862069005,0.00023743525748422145,0.05117344124089538,0.0035132402626147155,0.03624999999999978,0.020000000000000285,0.006403060492722945,30.0,0.013749999999999998,0.0815192944900151,0.004620569214279297
10,0,10.057752368706574,10.675562910736232,0.007026238749875874,8.621291431068599,0.0,0.4117647058823529,0.3888888888888889,0.625,0.06850790708621401,0.00433307168231517,0.010119019607804354,0.7,0.002291658936288736,0.15284672861719834,0.38241379310344764,0.00041784557639669233,0.0674467287901337,0.005935709987964643,0.037499999999999534,0.02888888888888916,0.007931132147610275,30.0,0.028999999999999998,0.07297087668061505,0.0043718331589927125
11,0,9.326555967461296,10.83297279330595,0.011295047297046026,8.234141808822118,0.0,0.3181818181818182,0.42105263157894735,0.5294117647058824,0.09123900238141336,0.012119585543305375,0.007336424827645956,0.7333333333333333,0.004943214960899434,0.17499131173767862,0.3944827586206888,0.0004381734754156414,0.05614122135021539,0.01048728416949299,0.04222222222222251,0.02000000000000008,0.010248079295736375,30.0,0.028999999999999998,0.10325580413921258,0.005502949116573066
12,1,2.6354089644882905,5.969807826029462,0.08691523621512029,3.605257488132797,1.0,0.16,0.16,0.21739130434782608,0.2752647210716743,0.06144340906075121,0.16538497657341936,0.8,0.06340883433803879,0.5554497350465348,1.018275862068965,0.07247961658140689,0.2824040141550481,0.054927732360920425,1.2088888888888887,0.37909090909090915,0.03341445367330901,27.0,0.32909090909090916,0.24565211395067482,0.02144375335204003
13,1,2.002120204220706,4.25741686355877,0.10978341467021792,2.531313773315247,1.0,0.20833333333333334,0.2,0.07142857142857142,0.28521025382845,0.0830034832479488,0.28067862368894136,0.8666666666666667,0.09830578421885634,1.022335634544675,2.104482758620688,0.14458136859738646,0.4404848287441258,0.10448801252729802,1.3079999999999998,0.7699999999999998,0.03869788090315228,23.0,0.384,0.36749152241598537,0.03442946056943153
14,1,2.259415943197544,4.515478000355874,0.10543421700696262,2.8375953308765447,1.0,0.07142857142857142,0.5263157894736842,0.07407407407407407,0.23378527660131967,0.07548068185524913,0.30616353284403003,0.8666666666666667,0.11536785295999324,0.9547214289009753,2.2520689655172403,0.16077151449281515,0.5366334463880464,0.1073555577616406,1.8433333333333337,0.6699999999999999,0.0281534763624764,24.0,0.384,0.3887507149412669,0.04381799090020683
15,1,2.4941798435422315,5.215208550812822,0.09021626507324806,3.337969336219391,1.0,0.07142857142857142,0.22727272727272727,0.1111111111111111,0.2872041472928659,0.056769494538916596,0.30626105977530665,0.8666666666666667,0.10536660974416706,0.6921923172656806,1.678620689655173,0.14206169389410764,0.569522129317476,0.06909295326208162,1.0266666666666664,0.40600000000000025,0.008440395257856295,23.0,0.23285714285714285,0.26965510448376384,0.032006087856280445
16,1,2.2901082393022087,4.569876372210312,0.08819355459634196,2.957076076378603,1.0,0.11538461538461539,0.16,0.2,0.27338800266288205,0.04000238088152348,0.22040766187899638,0.7666666666666667,0.07805806316127634,0.30525711254924864,1.890000000000001,0.08269157129268903,0.43824371190059075,0.05364242406774642,0.8480000000000001,0.48250000000000015,0.007925984133834494,12.0,0.31400000000000006,0.1778700679946882,0.018856911975498596
17,1,2.0493394155118962,3.863016148020588,0.11243916687240389,2.726922948094031,1.0,0.1111111111111111,0.15384615384615385,0.1111111111111111,0.310859918434154,0.03635351745419578,0.09354907039318218,0.8333333333333334,0.046280716955388275,0.3030999475936817,2.882758620689657,0.05542345138877898,0.1632999827120062,0.0690489563088895,1.3359999999999999,0.49833333333333335,0.029192637222889117,2.0,0.27,0.07570535796421451,0.03309253980093089
18,1,2.178943069418612,3.6793596287831543,0.09864814130330476,2.6245499522798412,1.0,0.1111111111111111,0.25,0.07407407407407407,0.38833962798904087,0.06850135308261918,0.184679166550597,0.8666666666666667,0.08114604286167534,0.5496247328302971,3.323793103448277,0.08920815644231608,0.29006815994687496,0.10182603812785951,0.54,0.3866666666666667,0.049433228517189266,0.0,0.3685714285714286,0.3537016568250945,0.04300941836420502
19,1,2.7590237880129656,4.271165614396197,0.08268509810225994,2.9986002527232842,1.0,0.034482758620689655,0.2,0.0,0.3705071599248192,0.059633803133713324,0.23255528199478392,0.9333333333333333,0.10517041564304389,0.937806922094975,2.943448275862067,0.11176331460991742,0.4374853000445866,0.11008603685392636,0.7966666666666663,0.565,0.05102627841059326,0.0,0.1766666666666666,0.38643575840513267,0.053719027146356776
20,1,3.097746792962431,4.465569808699277,0.0863780954049335,3.454970927792648,1.0,0.0,0.15384615384615385,0.07142857142857142,0.35089156286364154,0.0503465541045669,0.13656126680664882,0.9,0.0673336701008618,0.8377644368798902,2.5620689655172404,0.11197717073905894,0.3288211473411883,0.12924552177139145,0.8422222222222217,0.32555555555555554,0.015540686122886166,0.0,0.17999999999999994,0.5060537596135888,0.060540081735975755
21,1,2.760728180171222,3.8488418470141745,0.08322102160663324,3.2321397374338003,1.0,0.0,0.1111111111111111,0.1111111111111111,0.46448167049112093,0.08075275105357767,0.15749501665801632,0.8666666666666667,0.05938345356934981,0.7879183285829868,3.4013793103448258,0.12626079229993298,0.3940508962602896,0.1287748739594232,1.0999999999999996,0.3999999999999999,0.04765585244341816,0.0,0.4114285714285713,0.7289563741227236,0.03257824490079715
22,1,2.536607549316929,3.645101773986889,0.09177050253185193,3.0367728725560887,1.0,0.034482758620689655,0.2,0.07142857142857142,0.407481287913936,0.09586512634414869,0.25157420024973254,0.9333333333333333,0.11123206115401894,1.3710354297609761,4.126896551724135,0.17330075150008953,0.2869910520305095,0.11534324050091396,1.6519999999999997,0.4275000000000002,0.062414650294851215,0.0,0.2839999999999999,0.937631387183306,0.06445588482392722
23,0,11.059050669640564,12.943674380253393,0.0050647632919816376,8.271431851335075,0.0,0.6153846153846154,0.5454545454545454,0.5625,0.024011571284602667,0.003982956888824092,0.0051455019654247924,0.7,0.008419284633595462,0.05688513309597655,0.2744827586206892,0.00017831535773096477,0.03976392923275094,0.003036646915562661,0.022000000000000065,0.03666666666666648,0.002667006781031506,30.0,0.009999999999999995,0.024716801413387248,0.005305163701975789
24,0,9.903152714652265,13.567767573328863,0.006347042323896855,7.922130143503818,0.0,0.5714285714285714,0.8,0.4444444444444444,0.02305548862105411,0.004843117003844238,0.003717946913512991,0.7333333333333333,0.009686234007688494,0.07706044981162596,0.2555172413793105,0.0002848660322441611,0.04127986447269826,0.0034872752164654105,0.02124999999999999,0.035714285714285844,0.003281280652594112,30.0,0.009090909090909092,0.04478820301431765,0.006757369371014559
25,0,9.628432488067928,12.69458147892725,0.006735062525645971,8.371330982546503,0.0,0.4375,0.75,0.4666666666666667,0.019232495649002212,0.004885073753612253,0.0058437710311018635,0.7,0.012980361933257783,0.06710475109146656,0.22413793103448348,0.0004528378628913772,0.059896055086841274,0.005906021371056356,0.02750000000000008,0.016666666666666902,0.002376300216952486,30.0,0.011666666666666667,0.042675398766314675,0.009584568095549837
26,0,9.54241684113421,11.661142863529184,0.006390952157181216,7.823224799335262,0.0,0.5,0.7777777777777778,0.6428571428571429,0.01977933826552906,0.002291658936288756,0.007435893827025904,0.6666666666666666,0.011556427666375282,0.08588760255187487,0.3262068965517244,0.0002706718433873762,0.0735304092769472,0.005600097180886638,0.03833333333333296,0.03714285714285749,0.0008027164764078279,30.0,0.014999999999999994,0.0834527557902055,0.007629659276813891
27,0,9.224001869710339,10.541742215589887,0.007267473616936572,7.643461044553143,0.0,0.5625,0.7,0.6,0.022469732728470287,0.003717946913512978,0.007023769168568496,0.7,0.006511110337195183,0.10110774208834897,0.37206896551724133,0.00036972119225167383,0.07398528995179883,0.006955798246908848,0.0259999999999998,0.03600000000000012,0.0029962334631978187,30.0,0.017499999999999995,0.09668479116974626,0.005048014360081747
28,0,10.21300611106957,11.737599915898526,0.006639953359880472,6.9733797098678725,0.0,0.5294117647058824,0.8888888888888888,0.5,0.02412928142780514,0.003440455593940656,0.004831867007225124,0.7333333333333333,0.010330589936464116,0.08562328502677068,0.30999999999999983,0.00026548490252628024,0.06511904326630062,0.006591852319856913,0.012499999999999734,0.06285714285714292,0.004773167632893347,30.0,0.010833333333333334,0.08262840018423921,0.0035286967396296475
29,0,10.652150325829698,11.87868070486586,0.007392799466033036,7.343776850987505,0.0,0.4666666666666667,0.7,0.4117647058823529,0.026087459737497546,0.004212065597618282,0.009290474970100698,0.7333333333333333,0.014047538337136957,0.13079266450545085,0.3417241379310346,0.00039852576219016656,0.07012719250940869,0.010733481217555607,0.026249999999999662,0.028000000000000115,0.0039396812606319,30.0,0.01,0.0696175206659466,0.006865233322431908
30,0,10.366653640660472,9.939743992751731,0.007250301534718833,7.298318415949166,0.0,0.5294117647058824,0.9,0.4117647058823529,0.025388098699106153,0.0039313842743905324,0.009731077923386488,0.7333333333333333,0.012832781152534457,0.10614737540854423,0.4789655172413793,0.000282812448609384,0.050005986036231485,0.008760579609936715,0.03666666666666648,0.03999999999999989,0.004271340976964565,30.0,0.011111111111111112,0.02382852575078414,0.005078110956286153
31,0,10.456723525523666,10.379201081515841,0.00794831522760706,6.996068379946029,0.0,0.2777777777777778,0.5,0.5,0.06070053999393708,0.008390146472090297,0.009250850301054254,0.7,0.012743412330421169,0.10279919002301391,0.3920689655172408,0.00016043190684740668,0.02746426249302433,0.009979461902524888,0.03749999999999987,0.05400000000000045,0.010465778375582137,30.0,0.022500000000000006,0.07930344374916101,0.010084702498824425
